Date,Time,GHI,Clearsky GHI (W/m2),Ambient Temperature (degC),Modul_ Temperature,Simulated Module Wise Power (W),Actual Module wise Power (W),Actual String wise Power (kW),Actual Array wise Power (kW),Actual_Plant_Power
1/1/2013,0:30,0,0,12.56727377,12.56727377,0,0,0,0,0
1/1/2013,1:30,0,0,12.02455649,12.02455649,0,0,0,0,0
1/1/2013,2:30,0,0,11.53399002,11.53399002,0,0,0,0,0
1/1/2013,3:30,0,0,11.09582458,11.09582458,0,0,0,0,0
1/1/2013,4:30,0,0,10.69632964,10.69632964,0,0,0,0,0
1/1/2013,5:30,0,0,12.70486493,12.70486493,0,0,0,0,0
1/1/2013,6:30,0,0,12.60633004,12.60633004,0,0,0,0,0
1/1/2013,7:30,26,32,14.84548594,15.65798594,6.360180351,6.105720044,0.151727143,17.84311203,268.3604049
1/1/2013,8:30,220,220,17.73868283,24.61368283,51.7875399,48.16192576,1.196823855,140.7464854,2184.385453
1/1/2013,9:30,419,419,21.53184675,34.62559675,94.31086104,90.53744251,2.24759201,256.2254892,3812.635279
1/1/2013,10:30,582,582,24.69525505,42.88275505,126.0499516,122.2670063,3.047505131,365.7006157,5734.185655
1/1/2013,11:30,688,688,26.44472689,47.94472689,145.4203698,133.7849193,3.331244492,383.7593654,5894.543853
1/1/2013,12:30,726,726,27.37425285,50.06175285,151.8692315,141.2363252,3.523846313,397.4898641,6169.042691
1/1/2013,13:30,692,692,27.67602764,49.30102764,145.2991155,138.0320371,3.443899325,400.8698815,6157.36138
1/1/2013,14:30,591,591,27.35982037,45.82857037,126.2059628,113.5833912,2.819707686,318.063027,4783.667925
1/1/2013,15:30,434,434,26.34876277,39.91126277,95.32433496,89.60328339,2.228881674,256.7671689,4108.274702
1/1/2013,16:30,240,240,24.57241436,32.07241436,54.65169068,49.18555216,1.222260971,142.271177,2208.048668
1/1/2013,17:30,37,50,22.1489677,23.3052177,8.759588467,8.759423942,0.217233714,25.02532383,392.3970776
1/1/2013,18:30,0,0,21.61589013,21.61589013,0,0,0,0,0
1/1/2013,19:30,0,0,20.81327835,20.81327835,0,0,0,0,0
1/1/2013,20:30,0,0,20.04740794,20.04740794,0,0,0,0,0
1/1/2013,21:30,0,0,19.29553151,19.29553151,0,0,0,0,0
1/1/2013,22:30,0,0,18.58057804,18.58057804,0,0,0,0,0
1/1/2013,23:30,0,0,17.91030845,17.91030845,0,0,0,0,0
1/2/2013,0:30,0,0,17.26923624,17.26923624,0,0,0,0,0
1/2/2013,1:30,0,0,16.70306386,16.70306386,0,0,0,0,0
1/2/2013,2:30,0,0,16.26093851,16.26093851,0,0,0,0,0
1/2/2013,3:30,0,0,15.93679813,15.93679813,0,0,0,0,0
1/2/2013,4:30,0,0,15.73745412,15.73745412,0,0,0,0,0
1/2/2013,5:30,0,0,15.63856274,15.63856274,0,0,0,0,0
1/2/2013,6:30,0,0,15.59870656,15.59870656,0,0,0,0,0
1/2/2013,7:30,26,29,16.92325187,17.73575187,6.304537509,5.736918621,0.142562428,16.7653415,260.1981001
1/2/2013,8:30,209,209,19.67186108,26.20311108,48.85600502,48.36576266,1.203098346,135.7094934,2106.211338
1/2/2013,9:30,403,403,23.60904332,36.20279332,90.05480995,81.94668212,2.042521052,235.2984252,3501.240567
1/2/2013,10:30,564,564,26.11680976,43.74180976,121.652455,115.5653894,2.8862456,346.349472,5209.096059
1/2/2013,11:30,670,670,27.75992567,48.69742567,141.0963272,139.6800637,3.481525587,409.427409,6550.838545
1/2/2013,12:30,710,710,28.74465334,50.93215334,147.8857242,147.8800146,3.697000366,434.767243,6678.024853
1/2/2013,13:30,679,679,29.03303652,50.25178652,141.9045723,131.9656255,3.292542357,395.1050829,6132.030886
1/2/2013,14:30,581,581,28.53685019,46.69310019,123.553135,119.841513,2.990045749,358.8054899,5453.843447
1/2/2013,15:30,427,427,27.65138192,40.99513192,93.31014688,83.97523758,2.090983416,250.9180099,3974.541277
1/2/2013,16:30,236,236,26.2619341,33.6369341,53.36052387,53.35824101,1.327286245,157.6816059,2346.302296
1/2/2013,17:30,39,50,24.59623298,25.81498298,9.132261975,8.218635553,0.204233094,23.28257266,361.3455277
1/2/2013,18:30,0,0,24.44612451,24.44612451,0,0,0,0,0
1/2/2013,19:30,0,0,24.13283568,24.13283568,0,0,0,0,0
1/2/2013,20:30,0,0,23.75898835,23.75898835,0,0,0,0,0
1/2/2013,21:30,0,0,23.36280625,23.36280625,0,0,0,0,0
1/2/2013,22:30,0,0,22.81003352,22.81003352,0,0,0,0,0
1/2/2013,23:30,0,0,22.37929713,22.37929713,0,0,0,0,0
1/3/2013,0:30,0,0,21.70451243,21.70451243,0,0,0,0,0
1/3/2013,1:30,0,0,21.1782644,21.1782644,0,0,0,0,0
1/3/2013,2:30,0,0,20.70139833,20.70139833,0,0,0,0,0
1/3/2013,3:30,0,0,20.2000918,20.2000918,0,0,0,0,0
1/3/2013,4:30,0,0,19.80235031,19.80235031,0,0,0,0,0
1/3/2013,5:30,0,0,19.45060696,19.45060696,0,0,0,0,0
1/3/2013,6:30,0,0,19.17287315,19.17287315,0,0,0,0,0
1/3/2013,7:30,25,28,20.08988448,20.87113448,5.981318803,5.861342917,0.146093972,17.18065113,272.1415139
1/3/2013,8:30,206,206,22.55130686,28.98880686,47.56365085,47.5608219,1.183075445,140.5493628,2226.301907
1/3/2013,9:30,399,399,25.64120337,38.10995337,88.37717631,87.4880559,2.174078189,253.0627012,3887.043091
1/3/2013,10:30,559,559,27.65025015,45.11900015,119.7810271,107.7955501,2.686804087,315.9681607,4802.716042
1/3/2013,11:30,666,666,28.74106153,49.55356153,139.6666661,135.4679219,3.36637786,379.7274226,5771.856824
1/3/2013,12:30,705,705,29.31540513,51.34665513,146.5432835,131.8796275,3.293693698,371.5286491,5587.790882
1/3/2013,13:30,675,675,29.29106915,50.38481915,140.9761188,132.5084313,3.292834518,375.3831351,5886.007558
1/3/2013,14:30,578,578,28.67956095,46.74206095,122.8860186,117.9624996,2.92546999,351.0563988,5504.564333
1/3/2013,15:30,426,426,27.69220136,41.00470136,93.08742305,90.28858385,2.250442952,259.2510281,4106.536285
1/3/2013,16:30,237,237,26.32266508,33.72891508,53.5641742,48.2041238,1.201487786,141.2949636,2192.897835
1/3/2013,17:30,42,51,25.23853295,26.55103295,9.802901989,9.116023741,0.226077389,25.50152945,399.8639818
1/3/2013,18:30,0,0,24.64833861,24.64833861,0,0,0,0,0
1/3/2013,19:30,0,0,24.07142126,24.07142126,0,0,0,0,0
1/3/2013,20:30,0,0,23.42918161,23.42918161,0,0,0,0,0
1/3/2013,21:30,0,0,22.66543539,22.66543539,0,0,0,0,0
1/3/2013,22:30,0,0,21.78572659,21.78572659,0,0,0,0,0
1/3/2013,23:30,0,0,20.7938386,20.7938386,0,0,0,0,0
1/4/2013,0:30,0,0,19.76542938,19.76542938,0,0,0,0,0
1/4/2013,1:30,0,0,18.79071048,18.79071048,0,0,0,0,0
1/4/2013,2:30,0,0,17.92311193,17.92311193,0,0,0,0,0
1/4/2013,3:30,0,0,17.24166739,17.24166739,0,0,0,0,0
1/4/2013,4:30,0,0,16.7621078,16.7621078,0,0,0,0,0
1/4/2013,5:30,0,0,16.39111666,16.39111666,0,0,0,0,0
1/4/2013,6:30,0,0,16.23231551,16.23231551,0,0,0,0,0
1/4/2013,7:30,24,28,17.78083156,18.53083156,5.79991862,5.335440972,0.133119252,15.65482407,235.448554
1/4/2013,8:30,211,211,20.62810847,27.22185847,49.10212115,45.16980134,1.121340318,127.8327963,2024.871493
1/4/2013,9:30,377,409,23.49607679,35.27732679,84.60419186,78.67465939,1.951131553,222.428997,3487.686673
1/4/2013,10:30,574,574,25.43888451,43.37638451,124.0254612,111.6121736,2.77077221,312.5431053,4950.682787
1/4/2013,11:30,683,683,26.74489215,48.08864215,144.2622923,134.1512872,3.347074615,389.5994851,5921.912174
1/4/2013,12:30,726,726,27.44239476,50.12989476,151.8182761,147.2502624,3.666531534,439.9837841,7039.740546
1/4/2013,13:30,698,698,27.50639715,49.31889715,146.5460872,136.2747104,3.379612819,381.2203259,5855.544207
1/4/2013,14:30,600,600,26.88220427,45.63220427,128.2492359,120.5426391,3.007538846,350.0775217,5321.17833
1/4/2013,15:30,445,445,25.92044203,39.82669203,97.77915272,92.88121657,2.315064323,277.8077188,4311.575795
1/4/2013,16:30,251,251,24.22986716,32.07361716,57.15624888,56.57937841,1.413069976,161.0899772,2525.890843
1/4/2013,17:30,27,57,22.50039943,23.34414943,6.391049428,5.943075776,0.147982587,16.8700149,259.1234288
1/4/2013,18:30,0,0,21.5978115,21.5978115,0,0,0,0,0
1/4/2013,19:30,0,0,20.88649105,20.88649105,0,0,0,0,0
1/4/2013,20:30,0,0,20.27420629,20.27420629,0,0,0,0,0
1/4/2013,21:30,0,0,19.69879654,19.69879654,0,0,0,0,0
1/4/2013,22:30,0,0,19.14471224,19.14471224,0,0,0,0,0
1/4/2013,23:30,0,0,18.57121066,18.57121066,0,0,0,0,0
1/5/2013,0:30,0,0,18.01262677,18.01262677,0,0,0,0,0
1/5/2013,1:30,0,0,17.46268683,17.46268683,0,0,0,0,0
1/5/2013,2:30,0,0,16.90417517,16.90417517,0,0,0,0,0
1/5/2013,3:30,0,0,16.46362161,16.46362161,0,0,0,0,0
1/5/2013,4:30,0,0,16.02653412,16.02653412,0,0,0,0,0
1/5/2013,5:30,0,0,15.68792596,15.68792596,0,0,0,0,0
1/5/2013,6:30,0,0,15.91430496,15.91430496,0,0,0,0,0
1/5/2013,7:30,23,29,17.1035563,17.8223063,5.575040389,5.46293458,0.136573364,16.06102766,251.8369138
1/5/2013,8:30,218,218,18.91403382,25.72653382,51.0668633,50.55059962,1.256182401,143.2047937,2245.451165
1/5/2013,9:30,420,420,21.76950679,34.89450679,94.41961558,90.63238752,2.25221483,270.2657796,4324.252474
1/5/2013,10:30,588,588,24.90381054,43.27881054,127.1095674,116.9266103,2.899779934,334.0546484,5344.874375
1/5/2013,11:30,698,698,27.00671311,48.81921311,146.9053318,133.6672967,3.341682416,384.9618144,6097.795139
1/5/2013,12:30,741,741,27.80136582,50.95761582,154.3232727,149.6760223,3.719449153,446.3338984,7069.92895
1/5/2013,13:30,711,711,27.85776391,50.07651391,148.7206274,135.3187007,3.355903778,402.7084534,6056.735139
1/5/2013,14:30,611,611,27.34755754,46.44130754,130.0912764,122.2707322,3.047597999,354.7404071,5335.295722
1/5/2013,15:30,453,453,26.20254096,40.35879096,99.28870694,94.31266798,2.355458883,265.695762,4038.575582
1/5/2013,16:30,256,256,24.42621512,32.42621512,58.20184609,54.12085424,1.348962292,160.2567203,2461.543223
1/5/2013,17:30,41,60,22.00360324,23.28485324,9.707430999,9.026756089,0.225443233,27.053188,411.2084576
1/5/2013,18:30,0,0,20.89778683,20.89778683,0,0,0,0,0
1/5/2013,19:30,0,0,19.95279809,19.95279809,0,0,0,0,0
1/5/2013,20:30,0,0,19.07585189,19.07585189,0,0,0,0,0
1/5/2013,21:30,0,0,18.25175386,18.25175386,0,0,0,0,0
1/5/2013,22:30,0,0,17.44186217,17.44186217,0,0,0,0,0
1/5/2013,23:30,0,0,16.66081445,16.66081445,0,0,0,0,0
1/6/2013,0:30,0,0,15.92510792,15.92510792,0,0,0,0,0
1/6/2013,1:30,0,0,15.24967472,15.24967472,0,0,0,0,0
1/6/2013,2:30,0,0,14.61830554,14.61830554,0,0,0,0,0
1/6/2013,3:30,0,0,14.09039403,14.09039403,0,0,0,0,0
1/6/2013,4:30,0,0,13.68559808,13.68559808,0,0,0,0,0
1/6/2013,5:30,0,0,13.36728022,13.36728022,0,0,0,0,0
1/6/2013,6:30,0,0,13.29027314,13.29027314,0,0,0,0,0
1/6/2013,7:30,23,29,15.32837799,16.04712799,5.617094567,5.616344333,0.140408608,16.68054267,261.550909
1/6/2013,8:30,218,220,18.21448717,25.02698717,51.22394027,50.70480581,1.260014424,145.1536617,2229.560243
1/6/2013,9:30,424,424,22.22884344,35.47884344,95.06365728,85.5443962,2.127916855,242.5825215,3726.06753
1/6/2013,10:30,593,593,25.5273296,44.0585796,127.7141537,120.0338468,2.9768394,346.5041062,5433.184385
1/6/2013,11:30,704,704,27.24234988,49.24234988,147.8613019,136.0120319,3.383299292,405.9959151,6430.975295
1/6/2013,12:30,746,746,28.23039015,51.54289015,154.9148751,148.696781,3.698832427,434.9826934,6750.931401
1/6/2013,13:30,715,715,28.58099462,50.92474462,148.9326291,135.5078682,3.384309009,402.0559103,6368.565619
1/6/2013,14:30,615,615,28.24685815,47.46560815,130.2940914,121.1551509,3.016763257,362.0115909,5792.185454
1/6/2013,15:30,457,457,27.23203761,41.51328761,99.62199266,93.6305357,2.333741102,263.2459963,4211.935941
1/6/2013,16:30,259,259,24.99103633,33.08478633,58.70821108,54.00316163,1.350079041,157.1492003,2438.955589
1/6/2013,17:30,44,62,22.83146722,24.20646722,10.37596308,9.440632292,0.234127681,28.0953217,418.0583869
1/6/2013,18:30,0,0,22.06184547,22.06184547,0,0,0,0,0
1/6/2013,19:30,0,0,20.9878823,20.9878823,0,0,0,0,0
1/6/2013,20:30,0,0,19.93847649,19.93847649,0,0,0,0,0
1/6/2013,21:30,0,0,18.9731302,18.9731302,0,0,0,0,0
1/6/2013,22:30,0,0,18.05928386,18.05928386,0,0,0,0,0
1/6/2013,23:30,0,0,17.32911026,17.32911026,0,0,0,0,0
1/7/2013,0:30,0,0,16.79421204,16.79421204,0,0,0,0,0
1/7/2013,1:30,0,0,16.22691654,16.22691654,0,0,0,0,0
1/7/2013,2:30,0,0,15.67598976,15.67598976,0,0,0,0,0
1/7/2013,3:30,0,0,15.23044483,15.23044483,0,0,0,0,0
1/7/2013,4:30,0,0,14.86406855,14.86406855,0,0,0,0,0
1/7/2013,5:30,0,0,14.54337708,14.54337708,0,0,0,0,0
1/7/2013,6:30,0,0,14.41701231,14.41701231,0,0,0,0,0
1/7/2013,7:30,22,28,16.22198341,16.90948341,5.353331996,4.977749687,0.123821523,14.70999699,230.6527528
1/7/2013,8:30,215,215,19.32755082,26.04630082,50.29329556,46.76473558,1.16911839,131.8765543,2004.523626
1/7/2013,9:30,418,418,23.41481585,36.47731585,93.28853245,90.47488569,2.250562782,259.2648324,4148.237319
1/7/2013,10:30,587,587,26.038247,44.381997,126.2263939,113.5833391,2.839583479,323.7125166,5075.81226
1/7/2013,11:30,699,699,27.48035725,49.32410725,146.7522875,133.5206933,3.324665264,386.9910367,6191.856588
1/7/2013,12:30,743,743,28.30311476,51.52186476,154.3079836,148.110385,3.684245828,442.1094993,7003.01447
1/7/2013,13:30,714,714,28.54838993,50.86088993,148.771292,147.2590517,3.674113339,414.4399847,6233.17737
1/7/2013,14:30,615,615,28.10924247,47.32799247,130.3812645,123.8405697,3.077438158,369.2925789,5495.073575
1/7/2013,15:30,457,457,26.92408975,41.20533975,99.7669475,96.75728264,2.414094202,289.6913042,4496.009041
1/7/2013,16:30,261,261,25.16119566,33.31744566,59.09901023,56.72512137,1.415291778,166.4383131,2476.602099
1/7/2013,17:30,46,63,22.76544354,24.20294354,10.84776472,9.869632184,0.24526036,28.25399345,424.9400614
1/7/2013,18:30,0,0,21.76289957,21.76289957,0,0,0,0,0
1/7/2013,19:30,0,0,20.93099117,20.93099117,0,0,0,0,0
1/7/2013,20:30,0,0,19.96346885,19.96346885,0,0,0,0,0
1/7/2013,21:30,0,0,19.02404031,19.02404031,0,0,0,0,0
1/7/2013,22:30,0,0,18.21326799,18.21326799,0,0,0,0,0
1/7/2013,23:30,0,0,17.53139632,17.53139632,0,0,0,0,0
1/8/2013,0:30,0,0,16.94373548,16.94373548,0,0,0,0,0
1/8/2013,1:30,0,0,16.44090148,16.44090148,0,0,0,0,0
1/8/2013,2:30,0,0,15.97466857,15.97466857,0,0,0,0,0
1/8/2013,3:30,0,0,15.58272186,15.58272186,0,0,0,0,0
1/8/2013,4:30,0,0,15.2618857,15.2618857,0,0,0,0,0
1/8/2013,5:30,0,0,14.98416781,14.98416781,0,0,0,0,0
1/8/2013,6:30,0,0,14.86462261,14.86462261,0,0,0,0,0
1/8/2013,7:30,22,28,16.83670452,17.52420452,5.339402348,5.018057632,0.124573281,14.35084194,218.1327975
1/8/2013,8:30,215,215,19.76266114,26.48141114,50.19693991,48.68176073,1.209741754,140.8139402,2162.902121
1/8/2013,9:30,417,417,23.61937318,36.65062318,92.99091655,92.97364481,2.32434112,278.9209344,4194.970854
1/8/2013,10:30,586,586,26.09237378,44.40487378,125.9975494,113.3742608,2.823019093,331.9870454,5099.321017
1/8/2013,11:30,698,698,27.39221864,49.20471864,146.6281751,136.3366628,3.398191319,395.5494696,6012.351938
1/8/2013,12:30,743,743,28.07996634,51.29871634,154.4787577,148.2704316,3.699347268,421.7255885,6545.181134
1/8/2013,13:30,715,715,28.18808112,50.53183112,149.2219917,141.7325534,3.539770522,424.7724626,6728.395808
1/8/2013,14:30,617,617,27.72212515,47.00337515,131.0115672,129.6764345,3.228943218,368.0995269,5712.904657
1/8/2013,15:30,459,459,26.6740038,41.0177538,100.2922498,97.26422653,2.414584424,283.9551282,4497.849231
1/8/2013,16:30,262,263,25.05564398,33.24314398,59.34549437,54.58639877,1.353742689,159.2001403,2368.898087
1/8/2013,17:30,49,65,22.94216304,24.47341304,11.54157697,11.19308964,0.278987759,32.47417517,514.3909347
1/8/2013,18:30,0,0,22.40652188,22.40652188,0,0,0,0,0
1/8/2013,19:30,0,0,21.69529129,21.69529129,0,0,0,0,0
1/8/2013,20:30,0,0,20.97056881,20.97056881,0,0,0,0,0
1/8/2013,21:30,0,0,20.35663548,20.35663548,0,0,0,0,0
1/8/2013,22:30,0,0,20.07244924,20.07244924,0,0,0,0,0
1/8/2013,23:30,0,0,19.62230664,19.62230664,0,0,0,0,0
1/9/2013,0:30,0,0,19.04785324,19.04785324,0,0,0,0,0
1/9/2013,1:30,0,0,18.51890592,18.51890592,0,0,0,0,0
1/9/2013,2:30,0,0,18.00860743,18.00860743,0,0,0,0,0
1/9/2013,3:30,0,0,17.4925139,17.4925139,0,0,0,0,0
1/9/2013,4:30,0,0,16.92653218,16.92653218,0,0,0,0,0
1/9/2013,5:30,0,0,16.42871946,16.42871946,0,0,0,0,0
1/9/2013,6:30,0,0,16.23674065,16.23674065,0,0,0,0,0
1/9/2013,7:30,21,27,18.19032865,18.84657865,5.06809915,5.016360488,0.124907376,14.08955203,209.6525342
1/9/2013,8:30,211,212,20.95021397,27.54396397,49.03211763,46.57022798,1.158434421,130.6714027,2069.835019
1/9/2013,9:30,404,413,24.67548828,37.30048828,89.82149597,82.61684383,2.050963148,241.1932662,3666.137647
1/9/2013,10:30,581,581,27.10178209,45.25803209,124.411927,120.653216,3.010297739,354.0110141,5607.534464
1/9/2013,11:30,693,693,28.39279474,50.04904474,144.9751556,131.8965313,3.29411587,391.3409654,5885.768119
1/9/2013,12:30,737,737,29.034523,52.065773,152.6490013,149.5633683,3.709171534,427.2965607,6358.172823
1/9/2013,13:30,710,710,29.09953939,51.28703939,147.6261948,138.7368905,3.461485417,407.070685,6187.474413
1/9/2013,14:30,613,613,28.56214485,47.71839485,129.710763,128.3856384,3.190383114,375.1890543,5702.873625
1/9/2013,15:30,457,457,27.40198855,41.68323855,99.54199466,91.55703055,2.284347912,268.6393145,4040.33529
1/9/2013,16:30,263,263,25.7876868,34.0064368,59.36523449,55.79037388,1.394759347,160.6762768,2442.279407
1/9/2013,17:30,51,66,23.98804716,25.58179716,11.95443805,10.75637471,0.267295912,32.07550938,492.6798241
1/9/2013,18:30,0,0,23.57816929,23.57816929,0,0,0,0,0
1/9/2013,19:30,0,0,22.99893136,22.99893136,0,0,0,0,0
1/9/2013,20:30,0,0,22.43065736,22.43065736,0,0,0,0,0
1/9/2013,21:30,0,0,21.91724635,21.91724635,0,0,0,0,0
1/9/2013,22:30,0,0,21.37065579,21.37065579,0,0,0,0,0
1/9/2013,23:30,0,0,20.83290194,20.83290194,0,0,0,0,0
1/10/2013,0:30,0,0,20.36958325,20.36958325,0,0,0,0,0
1/10/2013,1:30,0,0,19.91207355,19.91207355,0,0,0,0,0
1/10/2013,2:30,0,0,19.53041287,19.53041287,0,0,0,0,0
1/10/2013,3:30,0,0,19.14230499,19.14230499,0,0,0,0,0
1/10/2013,4:30,0,0,18.65666551,18.65666551,0,0,0,0,0
1/10/2013,5:30,0,0,18.19542694,18.19542694,0,0,0,0,0
1/10/2013,6:30,0,0,17.99692437,17.99692437,0,0,0,0,0
1/10/2013,7:30,21,26,19.91114015,20.56739015,5.030877816,4.778158034,0.119095589,14.00564127,208.4039421
1/10/2013,8:30,160,207,22.72107025,27.72107025,37.15156545,36.39981176,0.909995294,108.1074409,1712.421864
1/10/2013,9:30,405,405,25.63540494,38.29165494,89.63035923,88.71291885,2.200080387,261.36955,3972.81716
1/10/2013,10:30,570,570,27.14390112,44.95640112,122.23354,119.7599164,2.991003911,358.9204693,5398.163859
1/10/2013,11:30,656,681,28.01207471,48.51207471,138.2732842,127.1785251,3.157206885,367.4988815,5585.982998
1/10/2013,12:30,726,726,28.59249629,51.27999629,150.958249,147.9030122,3.69387773,425.5347145,6468.12766
1/10/2013,13:30,699,699,28.7996406,50.6433906,145.8024384,145.7674465,3.622321046,421.6381697,6476.362287
1/10/2013,14:30,605,605,28.38136516,47.28761516,128.2864052,117.9925707,2.932115383,348.3353075,5350.430323
1/10/2013,15:30,451,451,27.34903497,41.44278497,98.34679602,98.32298798,2.448242401,290.8511972,4467.474389
1/10/2013,16:30,259,259,25.94940082,34.04315082,58.45254694,56.10023374,1.398298326,167.7957991,2496.801491
1/10/2013,17:30,54,66,24.55897492,26.24647492,12.62067073,11.7341422,0.291593434,33.94147567,505.0491579
1/10/2013,18:30,0,0,24.07385355,24.07385355,0,0,0,0,0
1/10/2013,19:30,0,0,23.52960999,23.52960999,0,0,0,0,0
1/10/2013,20:30,0,0,22.95530054,22.95530054,0,0,0,0,0
1/10/2013,21:30,0,0,22.36079137,22.36079137,0,0,0,0,0
1/10/2013,22:30,0,0,21.82497089,21.82497089,0,0,0,0,0
1/10/2013,23:30,0,0,21.37024086,21.37024086,0,0,0,0,0
1/11/2013,0:30,0,0,21.026524,21.026524,0,0,0,0,0
1/11/2013,1:30,0,0,20.58729197,20.58729197,0,0,0,0,0
1/11/2013,2:30,0,0,20.1523072,20.1523072,0,0,0,0,0
1/11/2013,3:30,0,0,20.01272949,20.01272949,0,0,0,0,0
1/11/2013,4:30,0,0,19.97867692,19.97867692,0,0,0,0,0
1/11/2013,5:30,0,0,19.85773937,19.85773937,0,0,0,0,0
1/11/2013,6:30,0,0,19.77429,19.77429,0,0,0,0,0
1/11/2013,7:30,20,24,20.77927193,21.40427193,4.774072358,4.390911145,0.109223915,12.84473237,197.2950893
1/11/2013,8:30,202,202,22.95641067,29.26891067,46.58180613,44.70643095,1.110954809,126.6488482,2006.117756
1/11/2013,9:30,397,397,25.07465182,37.48090182,88.19140966,81.11309086,2.011604653,229.3229305,3559.091881
1/11/2013,10:30,561,561,26.53912763,44.07037763,120.8155102,117.1594023,2.914340133,339.2291915,5264.837051
1/11/2013,11:30,672,672,27.30892656,48.30892656,141.7864151,127.5704906,3.176505216,377.3688196,5796.38507
1/11/2013,12:30,694,717,27.3779687,49.0654687,145.8874382,132.7190552,3.30802245,381.0841862,5731.506161
1/11/2013,13:30,459,691,27.05223916,41.39598916,100.1134306,99.08576235,2.467235483,287.1862102,4549.029569
1/11/2013,14:30,314,598,26.57451638,36.38701638,70.10719328,69.38746709,1.732951991,205.8746965,3195.175289
1/11/2013,15:30,169,447,25.91104704,31.19229704,38.63710162,35.92218355,0.89446237,100.8953554,1501.322888
1/11/2013,16:30,141,257,25.07825534,29.48450534,32.48371213,30.20114116,0.755028529,86.0732523,1335.856876
1/11/2013,17:30,29,66,23.96248784,24.86873784,6.81892082,6.271571416,0.156005339,18.72064068,287.5490408
1/11/2013,18:30,0,0,23.48056349,23.48056349,0,0,0,0,0
1/11/2013,19:30,0,0,23.13619102,23.13619102,0,0,0,0,0
1/11/2013,20:30,0,0,22.78567397,22.78567397,0,0,0,0,0
1/11/2013,21:30,0,0,22.51772259,22.51772259,0,0,0,0,0
1/11/2013,22:30,0,0,22.32014598,22.32014598,0,0,0,0,0
1/11/2013,23:30,0,0,22.15918387,22.15918387,0,0,0,0,0
1/12/2013,0:30,0,0,21.93364101,21.93364101,0,0,0,0,0
1/12/2013,1:30,0,0,21.57733029,21.57733029,0,0,0,0,0
1/12/2013,2:30,0,0,21.3003857,21.3003857,0,0,0,0,0
1/12/2013,3:30,0,0,20.90239894,20.90239894,0,0,0,0,0
1/12/2013,4:30,0,0,20.35225774,20.35225774,0,0,0,0,0
1/12/2013,5:30,0,0,19.95358258,19.95358258,0,0,0,0,0
1/12/2013,6:30,0,0,19.67728674,19.67728674,0,0,0,0,0
1/12/2013,7:30,20,24,20.30415965,20.92915965,4.783859718,4.351954585,0.108472468,12.23569439,193.8133992
1/12/2013,8:30,142,204,21.86559144,26.30309144,33.17940892,32.8381632,0.817670264,93.21441007,1491.430561
1/12/2013,9:30,349,401,24.21713653,35.12338653,78.37592858,71.29968672,1.768232231,199.4565956,3095.566364
1/12/2013,10:30,567,567,26.18102286,43.89977286,122.2072901,120.9501496,3.008634972,361.0361967,5429.984398
1/12/2013,11:30,680,680,27.1438568,48.3938568,143.4148632,129.0320741,3.216124448,385.9349337,6113.20935
1/12/2013,12:30,727,727,27.7221956,50.4409456,151.794473,136.5711514,3.393793111,386.8924147,6190.278635
1/12/2013,13:30,677,702,27.86783511,49.02408511,142.3426839,129.4905514,3.23402652,376.4406869,5601.437421
1/12/2013,14:30,574,609,27.63486723,45.57236723,122.727146,112.8732454,2.799256485,335.9107782,5320.826727
1/12/2013,15:30,407,457,26.89845066,39.61720066,89.51729357,80.53941008,2.003417826,225.9855307,3507.295437
1/12/2013,16:30,60,265,25.62480343,27.49980343,13.9455114,12.8257815,0.31872067,37.09908601,587.6495224
1/12/2013,17:30,40,70,23.78789037,25.03789037,9.398438909,9.395673368,0.233717375,26.9242416,430.7878656
1/12/2013,18:30,0,0,22.65805676,22.65805676,0,0,0,0,0
1/12/2013,19:30,0,0,21.49545591,21.49545591,0,0,0,0,0
1/12/2013,20:30,0,0,20.25044483,20.25044483,0,0,0,0,0
1/12/2013,21:30,0,0,19.09503162,19.09503162,0,0,0,0,0
1/12/2013,22:30,0,0,18.19366027,18.19366027,0,0,0,0,0
1/12/2013,23:30,0,0,17.49735068,17.49735068,0,0,0,0,0
1/13/2013,0:30,0,0,16.92044634,16.92044634,0,0,0,0,0
1/13/2013,1:30,0,0,16.41211402,16.41211402,0,0,0,0,0
1/13/2013,2:30,0,0,15.91853372,15.91853372,0,0,0,0,0
1/13/2013,3:30,0,0,15.45584771,15.45584771,0,0,0,0,0
1/13/2013,4:30,0,0,15.00549875,15.00549875,0,0,0,0,0
1/13/2013,5:30,0,0,14.52367515,14.52367515,0,0,0,0,0
1/13/2013,6:30,0,0,14.26685694,14.26685694,0,0,0,0,0
1/13/2013,7:30,24,26,16.14055615,16.89055615,5.840466425,5.605043859,0.139565592,16.58039234,265.2862775
1/13/2013,8:30,215,215,19.13143552,25.85018552,50.3367255,48.30765676,1.200445271,139.7318295,2079.209623
1/13/2013,9:30,421,421,22.03102397,35.18727397,94.51747094,88.81703241,2.22042581,250.4640314,3726.904787
1/13/2013,10:30,593,593,23.90030462,42.43155462,128.7079291,115.79698,2.877554954,341.8535285,5469.656456
1/13/2013,11:30,709,709,25.09327369,47.24952369,150.3667615,150.319691,3.731686329,443.3243359,6667.598012
1/13/2013,12:30,757,757,25.72293728,49.37918728,158.8862116,146.1254115,3.627563341,409.1891449,6088.734476
